,Address,Brand,Postcode,Price_DL,Price_DL_UpdatedDate,Price_E10,Price_E10_UpdatedDate,Price_E85,Price_E85_UpdatedDate,Price_LPG,Price_LPG_UpdatedDate,Price_P95,Price_P95_UpdatedDate,Price_P98,Price_P98_UpdatedDate,Price_PDL,Price_PDL_UpdatedDate,Price_U91,Price_U91_UpdatedDate,ServiceStationName,Suburb,latitude,longitude
14037,"2 Alison Rd, RANDWICK NSW 2031",Ampol,2031,,,166.9,05/22/2021 10:49,,,,,181.9,05/22/2021 10:49,189.9,05/22/2021 10:49,,,168.9,05/22/2021 10:49,Ampol Woolworths Metro Randwick,RANDWICK,-33.9044957,151.2268419
14038,"29 President Ave, KOGARAH NSW 2217",Ampol,2217,,,167.9,05/22/2021 10:49,,,,,182.9,05/22/2021 10:49,190.9,05/22/2021 10:49,,,169.9,05/22/2021 10:49,Ampol Kogarah,KOGARAH,-33.9643783,151.137246
14039,"74 Whitton St, NARRANDERA NSW 2700",Mobil,2700,132.9,05/22/2021 10:49,,,,,,,,,,,,,,,Mobil Narrandera,NARRANDERA,-34.7409,146.5542252
14040,"18 Allandale St, Kearsley NSW 2325",Metro Fuel,2325,,,126.9,05/22/2021 10:54,,,,,,,,,,,128.9,05/22/2021 10:54,Metro Petroleum Kearsley,Kearsley,-32.8586659,151.3956895
14041,"140 Flushcombe Road, Blacktown NSW 2148",Metro Fuel,2148,,,129.9,05/22/2021 10:56,,,,,,,,,,,135.9,05/22/2021 10:56,Metro Fuel Blacktown,Blacktown,-33.775655,150.9077291
14042,"309A WOLLOMBI RD, BELLBIRD HEIGHTS NSW 2325",Metro Fuel,2325,,,125.9,05/22/2021 10:59,,,,,,,,,,,127.9,05/22/2021 10:59,Metro Bellbird Heights,BELLBIRD HEIGHTS,-32.8521112,151.3270192
14043,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Coles Express,2216,,,167.9,05/22/2021 11:00,,,,,,,192.9,05/22/2021 11:00,,,,,Coles Express Brighton-Le-Sands,Brighton-Le-Sands,-33.9562897,151.1579731
14046,"133-137 Targo, Girraween NSW 2145",Independent,2145,129.7,05/22/2021 11:02,,,,,,,,,162.7,05/22/2021 11:02,,,139.7,05/22/2021 11:02,Independent Girraween,Girraween,-33.80873,150.9464182
14048,"95 BALLANTRAE DR, ST ANDREWS NSW 2566",Metro Fuel,2566,,,129.9,05/22/2021 11:05,,,,,,,169.9,05/22/2021 11:05,,,135.9,05/22/2021 11:05,Metro Petroleum St Andrews,ST ANDREWS,-34.0198467,150.833485
14049,"1418 Pittwater Rd, Narrabeen NSW 2101",Coles Express,2101,,,165.9,05/22/2021 11:05,,,,,182.9,05/22/2021 11:05,190.9,05/22/2021 11:05,,,167.9,05/22/2021 11:05,Coles Express Narrabeen,Narrabeen,-33.7135272,151.2972468
14050,"311 Great Western Highway, Lawson NSW 2783",Coles Express,2783,,,,,,,,,181.9,05/22/2021 11:05,189.9,05/22/2021 11:05,,,166.9,05/22/2021 11:05,Coles Express Lawson,Lawson,-33.72205895,150.4258793
14051,"342 Kanahooka Road, BROWNSVILLE NSW 2530",Caltex,2530,,,,,,,,,150.9,05/22/2021 11:07,159.9,05/22/2021 11:07,,,134.9,05/22/2021 11:07,Caltex Brownsville,BROWNSVILLE,-34.4880081,150.8089102
14052,"86-98 Princes Hwy, UNANDERRA NSW 2526",Caltex,2526,,,,,,,,,151.9,05/22/2021 11:07,,,,,135.9,05/22/2021 11:07,Caltex Foodary Unanderra,UNANDERRA,-34.457567,150.842317
14053,"603-611 Anzac Pde, KINGSFORD NSW 2032",Ampol,2032,,,163.9,05/22/2021 11:07,,,,,178.9,05/22/2021 11:07,186.9,05/22/2021 11:07,,,165.9,05/22/2021 11:07,Ampol Woolworths Metro Kingsford,KINGSFORD,-33.9254417,151.2301049
14054,"236 Condamine Street, MANLY VALE NSW 2093",Caltex Woolworths,2093,,,168.9,05/22/2021 11:07,,,,,183.9,05/22/2021 11:07,191.9,05/22/2021 11:07,,,,,Caltex Manly Vale,MANLY VALE,-33.7851099,151.2673003
14056,"364-366 Eastern Valley Way, Chatswood East NSW 2067",Caltex Woolworths,2067,,,164.9,05/22/2021 11:08,,,,,179.9,05/22/2021 11:08,186.9,05/22/2021 11:08,,,,,Caltex Woolworths Chatswood East,Chatswood East,-33.7850149,151.2007404
14057,"300 New England Highway, Rutherford NSW 2320",Caltex Woolworths,2320,,,150.1,05/22/2021 11:08,,,,,165.1,05/22/2021 11:08,172.1,05/22/2021 11:08,,,,,Caltex Woolworths Rutherford,Rutherford,-32.7069444,151.4997329
14058,"72 Stranraer Drive, St Andrews NSW 2566",Metro Fuel,2566,,,129.9,05/22/2021 11:09,,,,,,,169.9,05/22/2021 11:09,,,135.9,05/22/2021 11:09,Metro St Andrews,St Andrews,-34.0259174,150.8276296
14059,"250 Henry Lawson Drive, GEORGES HALL NSW 2198",Metro Fuel,2198,,,,,,,,,,,,,129.9,05/22/2021 11:09,123.6,05/22/2021 11:09,Georges Hall Petroleum,GEORGES HALL,-33.9094067,150.9812575
14060,"646 Richmond Rd, Glendenning NSW 2761",BP,2761,,,,,,,,,180.9,05/22/2021 11:13,189.9,05/22/2021 11:13,,,166.9,05/22/2021 11:13,BP Glendenning,Glendenning,-33.7332637,150.8488703
14061,"31-35 Unwins Bridge, Sydenham NSW 2044",Independent,2044,,,,,,,,,,,,,,,123.6,05/22/2021 11:15,Payless Fuel Sydenham,Sydenham,-33.9144577,151.1693149
14062,"126 Windsor Rd, MCGRATHS HILL NSW 2756",BP,2756,,,169.9,05/22/2021 11:15,,,,,,,189.9,05/22/2021 11:15,,,171.9,05/22/2021 11:15,BP McGraths Hill,MCGRATHS HILL,-33.6089534,150.8276048
14064,"411-417 Cleveland St, REDFERN NSW 2016",BP,2016,,,157.9,05/22/2021 11:16,,,,,,,181.9,05/22/2021 11:16,,,159.9,05/22/2021 11:16,BP Redfern,REDFERN,-33.8894692,151.2045522
14065,"1285-1289 Canterbury Rd, PUNCHBOWL NSW 2196",Ampol,2196,,,167.9,05/22/2021 11:21,,,,,182.9,05/22/2021 11:21,190.9,05/22/2021 11:21,,,169.9,05/22/2021 11:21,Ampol Punchbowl,PUNCHBOWL,-33.93136955,151.0597662
14067,"185 Pitt Street, MERRYLANDS NSW 2160",Caltex Woolworths,2160,,,147.7,05/22/2021 11:21,,,,,162.7,05/22/2021 11:21,169.7,05/22/2021 11:21,,,149.7,05/22/2021 11:21,Caltex Woolworths Merrylands,MERRYLANDS,-33.8333744,150.9923095
14069,"959-961 Anzac Pde, Maroubra NSW 2035",Coles Express,2035,,,,,,,,,180.9,05/22/2021 11:31,188.9,05/22/2021 11:31,,,165.9,05/22/2021 11:31,Coles Express Maroubra,Maroubra,-33.9408086,151.2389338
14071,"162 Sunnyholt Rd, Blacktown NSW 2148",BP,2148,130.9,05/22/2021 11:33,129.9,05/22/2021 11:33,,,,,,,169.9,05/22/2021 11:33,,,135.9,05/22/2021 11:33,BP Blacktown,Blacktown,-33.7717267,150.9114805
14072,"1 Brookfield Road, Minto NSW 2566",Metro Fuel,2566,,,129.9,05/22/2021 11:34,,,,,,,169.9,05/22/2021 11:34,,,135.9,05/22/2021 11:34,Metro Minto,Minto,-34.0296578,150.8489774
14073,"100 CAMPBELLTOWN RD, MINTO NSW 2566",Metro Fuel,2566,,,129.9,05/22/2021 11:34,,,,,,,169.9,05/22/2021 11:34,,,135.9,05/22/2021 11:34,Metro Bow Bowing,MINTO,-34.0309754,150.8306059
14074,"28 Princes Highway, Arncliffe NSW 2205",7-Eleven,2205,,,167.9,05/22/2021 11:41,,,,,,,187.9,05/22/2021 11:41,,,169.9,05/22/2021 11:41,7-Eleven Arncliffe,Arncliffe,-33.9366891,151.1496695
14075,"482 North Rocks Rd, Carlingford NSW 2118",Mobil 1,2118,,,139.9,05/22/2021 11:46,,,,,159.9,05/22/2021 11:46,166.9,05/22/2021 11:46,,,141.9,05/22/2021 11:46,Mobil 1 Carlingford Car Care,Carlingford,-33.7650745,151.0579003
14076,"515 Bunnerong Rd, MATRAVILLE NSW 2036",7-Eleven,2036,,,163.9,05/22/2021 11:49,,,,,177.9,05/22/2021 11:49,,,,,,,7-Eleven Matraville,MATRAVILLE,-33.9594355,151.2316029
14080,"516-526 GREAT WESTERN HWY, ST MARYS NSW 2760",Metro Fuel,2760,,,125.9,05/22/2021 11:53,,,,,,,145.9,05/22/2021 11:53,,,127.9,05/22/2021 11:53,METRO PETROLEUM ST MARYS,ST MARYS,-33.773141,150.786648
14083,"1 Warners Bay Rd, WARNERS BAY NSW 2282",Metro Fuel,2282,,,152.9,05/22/2021 11:56,,,,,,,172.9,05/22/2021 11:56,,,154.9,05/22/2021 11:56,Metro Warners Bay,WARNERS BAY,-32.9833462,151.6543949
14084,"111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082",BP,2082,,,163.9,05/22/2021 11:58,,,,,,,183.9,05/22/2021 11:58,,,163.9,05/22/2021 11:58,BP Berowra,BEROWRA HEIGHTS,-33.6119713,151.1354184
14085,"297-299 Bunnerong Road, Pagewood NSW 2035",Coles Express,2035,,,163.9,05/22/2021 12:00,,,,,180.9,05/22/2021 12:00,188.9,05/22/2021 12:00,,,165.9,05/22/2021 12:00,Coles Express Pagewood,Pagewood,-33.9399767,151.2284174
14086,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,146.9,05/22/2021 12:01,,,,,,,166.9,05/22/2021 12:01,,,148.9,05/22/2021 12:01,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
14087,"1389 Camden Valley Way, LEPPINGTON NSW 2179",BP,2179,130.9,05/22/2021 12:02,159.9,05/22/2021 12:02,,,,,169.9,05/22/2021 12:02,179.9,05/22/2021 12:02,,,,,BP Leppington,LEPPINGTON,-33.9699301,150.8136866
14088,"189-191 Belmore Rd, RIVERWOOD NSW 2210",BP,2210,,,149.9,05/22/2021 12:04,,,,,159.9,05/22/2021 12:04,169.9,05/22/2021 12:04,,,,,BP Riverwood,RIVERWOOD,-33.9513697,151.0526419
14089,"9 Bay Village Rd, BATEAU BAY NSW 2261",Caltex Woolworths,2261,,,,,,,,,,,,,136.9,05/22/2021 12:05,,,Caltex Woolworths Bateau Bay,BATEAU BAY,-33.3727499,151.4735906
14091,"484 Sunnyholt Road, Parklea NSW 2768",Coles Express,2768,139.9,05/22/2021 12:05,,,,,,,,,,,148.9,05/22/2021 12:05,,,Coles Express Parklea,Parklea,-33.7264646,150.9264343
14092,"90 Blacktown Road, Blacktown NSW 2148",Speedway,2148,,,129.7,05/22/2021 12:06,,,,,,,,,,,135.7,05/22/2021 12:06,Speedway Blacktown,Blacktown,-33.7742126,150.915978
14093,"928-930 King Georges Road, BLAKEHURST NSW 2221",Metro Fuel,2221,,,129.9,05/22/2021 12:11,,,,,,,169.9,05/22/2021 12:11,,,135.9,05/22/2021 12:11,Metro Petroleum South Hurstville,BLAKEHURST,-33.9849469,151.1094933
14094,"184 Liverpool Road, Enfield NSW 2136",BP,2136,,,129.9,05/22/2021 12:13,,,,,,,163.9,05/22/2021 12:13,,,,,BP Enfield,Enfield,-33.8876373,151.0915286
14095,"21-23 Cumberland Rd, Ingleburn NSW 2565",Independent,2565,127.9,05/22/2021 12:18,127.9,05/22/2021 12:18,,,,,,,157.9,05/22/2021 12:18,,,137.9,05/22/2021 12:18,Independent Ingleburn,Ingleburn,-34.0007943,150.8670051
14098,"494 Forest Rd, PENSHURST NSW 2222",BP,2222,,,,,,,,,,,169.9,05/22/2021 12:25,,,149.9,05/22/2021 12:25,BP Penshurst,PENSHURST,-33.9635923,151.0903384
14099,"6 Swettenham Road, Minto NSW 2566",United,2566,,,,,,,,,,,156.9,05/22/2021 12:26,,,135.9,05/22/2021 12:26,United Petroleum Minto,Minto,-34.0276463,150.8337652
14102,"275 Lane Cove Rd, North Ryde NSW 2113",Coles Express,2113,,,146.9,05/22/2021 12:30,,,,,163.9,05/22/2021 12:30,171.9,05/22/2021 12:30,,,148.9,05/22/2021 12:30,Coles Express North Ryde,North Ryde,-33.788787,151.1246408
14104,"1443 Camden Valley Way, Leppington NSW 2171",Coles Express,2171,135.9,05/22/2021 12:45,,,,,,,,,,,,,,,Coles Express Leppington,Leppington,-33.9758607,150.809546
14105,"481 Luxford Road, Shalvey NSW 2770",BP,2770,130.9,05/22/2021 12:50,167.9,05/22/2021 12:50,,,,,181.9,05/22/2021 12:50,189.9,05/22/2021 12:50,,,,,BP Shalvey,Shalvey,-33.7322192,150.8022883
14106,"102 - 106 Wyong Road, Killarney Vale NSW 2261",Coles Express,2261,135.9,05/22/2021 12:50,,,,,,,,,,,,,,,Coles Express Killarney Vale,Killarney Vale,-33.3633413,151.4515198
14108,"155-157 Princes Highway, Ulladulla NSW 2539",Caltex Woolworths,2539,,,,,,,,,,,,,139.9,05/22/2021 12:52,,,Caltex Woolworths Ulladulla,Ulladulla,-35.3492504,150.4748794
14109,"855 Macquarie Drive, Valentine NSW 2280",BP,2280,,,153.9,05/22/2021 12:58,,,,,,,178.9,05/22/2021 12:58,,,153.9,05/22/2021 12:58,BP Valentine,Valentine,-33.0065053,151.6431592
14110,"62 Deering Street, ULLADULLA NSW 2539",Caltex,2539,,,,,,,,,,,,,138.9,05/22/2021 12:59,,,Caltex Ulladulla,ULLADULLA,-35.3616824,150.4682386
14112,"118 Coxs Rd, North Ryde NSW 2113",Independent,2113,,,,,,,,,159.7,05/22/2021 13:01,,,,,145.7,05/22/2021 13:01,North Ryde Petroleum,North Ryde,-33.801488,151.130333
14113,"1181 The Horsley Drive, Wetherill Park NSW 2164",Coles Express,2164,,,169.9,05/22/2021 13:05,,,,,186.9,05/22/2021 13:05,194.9,05/22/2021 13:05,,,171.9,05/22/2021 13:05,Coles Express Wetherill Park,Wetherill Park,-33.8484878,150.8760238
14115,"326-328 Blaxland Road, Ryde NSW 2112",7-Eleven,2112,,,146.9,05/22/2021 13:05,,,,,,,166.9,05/22/2021 13:05,,,148.9,05/22/2021 13:05,7-Eleven Ryde,Ryde,-33.8091966,151.1059101
14117,"9-11 Roberts Road, Greenacre NSW 2190",Coles Express,2190,,,169.9,05/22/2021 13:15,,,,,186.9,05/22/2021 13:15,194.9,05/22/2021 13:15,,,171.9,05/22/2021 13:15,Coles Express Greenacre,Greenacre,-33.9019184,151.0647214
14119,"74 Roberts Road, Greenacre NSW 2190",Coles Express,2190,,,169.9,05/22/2021 13:15,,,,,186.9,05/22/2021 13:15,194.9,05/22/2021 13:15,,,171.9,05/22/2021 13:15,Coles Express Greenacre,Greenacre,-33.9019184,151.0647214
14120,"62-70 Epping Rd, Lane Cove NSW 2066",BP,2066,,,162.9,05/22/2021 13:15,,,,,,,186.9,05/22/2021 13:15,,,164.9,05/22/2021 13:15,BP Lane Cove,Lane Cove,-33.8114522,151.1674916
14123,"291 Rooty Hill Road North, Plumpton NSW 2761",7-Eleven,2761,,,167.9,05/22/2021 13:21,,,,,181.9,05/22/2021 13:21,187.9,05/22/2021 13:21,,,169.9,05/22/2021 13:21,7-Eleven Plumpton,Plumpton,-33.7582194,150.8397345
14126,"41 - 43 Third Avenue, Blacktown NSW 2148",Caltex Woolworths,2148,,,,,,,,,,,,,135.9,05/22/2021 13:21,,,Caltex Woolworths Blacktown,Blacktown,-33.7667574,150.9054196
14127,"862 Hume Highway, Bass Hill NSW 2197",Caltex Woolworths,2197,,,,,,,,,,,,,137.9,05/22/2021 13:21,,,Caltex Woolworths Bass Hill,Bass Hill,-33.8990338,150.9964063
14130,"364-366 Eastern Valley Way, Chatswood East NSW 2067",Caltex Woolworths,2067,,,,,,,,,,,,,136.9,05/22/2021 13:21,,,Caltex Woolworths Chatswood East,Chatswood East,-33.7850149,151.2007404
14132,"62 Deering Street, ULLADULLA NSW 2539",Caltex,2539,,,,,,,,,,,,,139.9,05/22/2021 13:27,141.9,05/22/2021 13:27,Caltex Ulladulla,ULLADULLA,-35.3616824,150.4682386
14136,"400 Parramatta Road, Burwood NSW 2134",Caltex Woolworths,2134,135.9,05/22/2021 13:33,,,,,,,,,,,,,,,Caltex Woolworths Burwood,Burwood,-33.8688236,151.1046689
14138,"33 VILLAGE CCT, GREGORY HILLS NSW 2557",Caltex Woolworths,2557,,,,,,,,,,,,,137.9,05/22/2021 13:33,,,Caltex Woolworths Gregory Hills,GREGORY HILLS,-34.0229138,150.7754969
14139,"2 Perricoota Rd, Moama NSW 2731",Caltex Woolworths,2731,,,,,,,,,,,,,137.9,05/22/2021 13:33,,,Caltex Woolworths Moama,Moama,-36.09465595,144.7323226
14140,"97 Hume Highway, Chullora NSW 2190",Caltex Woolworths,2190,,,,,,,,,,,,,137.9,05/22/2021 13:33,,,Caltex Woolworths Chullora,Chullora,-33.8957599,151.0513634
14142,"9 KING ST, WARNERS BAY NSW 2282",BP,2282,,,152.9,05/22/2021 13:34,,,,,168.9,05/22/2021 13:34,175.9,05/22/2021 13:34,,,,,BP Warners Bay,WARNERS BAY,-32.9731001,151.6487366
14143,"533,Mowbray Rd, Lane Cove NSW 2066",Metro Fuel,2066,,,155.8,05/22/2021 13:42,,,,,,,,,,,157.8,05/22/2021 13:42,Metro Lane Cove,Lane Cove,-33.8059651,151.1662588
14144,"171 Clyde St, SOUTH GRANVILLE NSW 2142",Speedway,2142,125.9,05/22/2021 13:43,137.9,05/22/2021 13:43,,,,,,,157.9,05/22/2021 13:43,,,139.9,05/22/2021 13:43,Speedway South Granville,SOUTH GRANVILLE,-33.8465753,151.0127567
14145,"238 Cumberland Rd, Auburn NSW 2144",Speedway,2144,,,137.9,05/22/2021 13:43,,,,,,,157.9,05/22/2021 13:43,,,139.9,05/22/2021 13:43,Speedway Auburn,Auburn,-33.8530373,151.0249485
14147,"394 FIFTEENTH AV, AUSTRAL NSW 2179",Speedway,2179,126.9,05/22/2021 13:46,147.9,05/22/2021 13:46,,,,,,,167.9,05/22/2021 13:46,128.9,05/22/2021 13:46,149.9,05/22/2021 13:46,SPEEDWAY AUSTRAL,AUSTRAL,-33.9192784,150.8183424
14149,"267 JOHN ST, CABRAMATTA WEST NSW 2166",Speedway,2166,126.9,05/22/2021 13:48,147.9,05/22/2021 13:48,,,,,,,167.9,05/22/2021 13:48,,,149.9,05/22/2021 13:48,Speedway Cabramatta,CABRAMATTA WEST,-33.8931587,150.9223572
14150,"67-69 Hawkesbury Rd, Westmead NSW 2145",Speedway,2145,126.9,05/22/2021 13:48,147.9,05/22/2021 13:48,,,,,,,167.9,05/22/2021 13:48,,,149.9,05/22/2021 13:48,Speedway Westmead,Westmead,-33.8067187,150.9880034
14151,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,,,,,,,,,165.9,05/22/2021 13:49,,,147.9,05/22/2021 13:49,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
14153,"775 Princes Hwy, TEMPE NSW 2044",Caltex,2044,,,167.9,05/22/2021 13:49,,,,,182.9,05/22/2021 13:49,190.9,05/22/2021 13:49,,,169.9,05/22/2021 13:49,Caltex Star Mart Tempe,TEMPE,-33.9279322,151.1579164
14156,"110 Lane Cove Road, RYDE NSW 2112",Caltex,2112,,,,,,,,,,,169.9,05/22/2021 13:49,,,148.9,05/22/2021 13:49,Caltex Ryde Self Serve,RYDE,-33.80145965,151.1137483
14157,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",Speedway,2069,,,153.9,05/22/2021 13:51,,,,,,,173.9,05/22/2021 13:51,129.9,05/22/2021 13:51,155.9,05/22/2021 13:51,Speedway Roseville,ROSEVILLE,-33.7815656,151.195573
14158,"251 The Horsley Drive, Fairfield NSW 2165",Speedway,2165,126.9,05/22/2021 13:52,147.9,05/22/2021 13:52,,,,,,,167.9,05/22/2021 13:52,,,149.9,05/22/2021 13:52,Speedway Fairfield,Fairfield,-33.8646734,150.9548015
14159,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,145.9,05/22/2021 13:53,,,,,,,,,,,,,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
14161,"475 Cleveland St, Redfern NSW 2016",Caltex Woolworths,2016,,,157.9,05/22/2021 13:53,,,,,172.9,05/22/2021 13:53,179.9,05/22/2021 13:53,,,159.9,05/22/2021 13:53,Caltex Woolworths Surry Hills,Redfern,-33.8894692,151.2045522
14162,"1 Avenue of the Americas, Newington NSW 2127",Caltex Woolworths,2127,,,,,,,,,179.9,05/22/2021 13:53,,,,,,,Caltex Woolworths Newington,Newington,-33.8351017,151.0548724
14164,"770 Richmond Road, Berkshire Park NSW 2765",Caltex Woolworths,2765,,,,,,,,,,,,,137.9,05/22/2021 13:53,,,Caltex Woolworths Berkshire Park,Berkshire Park,-33.6706472,150.8056867
14165,"769 The Horsley Dr, SMITHFIELD NSW 2164",Speedway,2164,126.9,05/22/2021 13:54,147.9,05/22/2021 13:54,,,,,,,167.9,05/22/2021 13:54,,,149.9,05/22/2021 13:54,Speedway Horsley Drive,SMITHFIELD,-33.8504519,150.9197606
14166,"26-28 Smithfield Road, SMITHFIELD NSW 2164",Speedway,2164,,,147.9,05/22/2021 13:54,,,,,,,167.9,05/22/2021 13:54,,,149.9,05/22/2021 13:54,Speedway Smithfield,SMITHFIELD,-33.8510271,150.943983
14167,"348 Blaxcell Street, Granville NSW 2142",Speedway,2142,125.9,05/22/2021 13:55,137.9,05/22/2021 13:55,,,,,,,157.9,05/22/2021 13:55,,,139.9,05/22/2021 13:55,Speedway Granville,Granville,-33.8387509,151.011084
14168,"182 Green Valley Rd, Green Valley NSW 2168",Speedway,2168,126.9,05/22/2021 13:55,147.9,05/22/2021 13:55,,,,,,,167.9,05/22/2021 13:55,,,149.9,05/22/2021 13:55,Speedway Green Valley,Green Valley,-33.9045033,150.8798938
14169,"59 THE CRESCENT, TOONGABBIE NSW 2146",Metro Fuel,2146,,,,,,,,,,,,,,,135.9,05/22/2021 13:56,Metro Petroleum Toongabbie,TOONGABBIE,-33.7968121,150.9298452
14170,"9-11 Roberts Road, Greenacre NSW 2190",Coles Express,2190,139.9,05/22/2021 14:00,,,,,,,,,,,,,,,Coles Express Greenacre,Greenacre,-33.9019184,151.0647214
14171,"96 Wicks Road, North Ryde NSW 2113",Coles Express,2113,,,145.9,05/22/2021 14:00,,,,,,,170.9,05/22/2021 14:00,,,147.9,05/22/2021 14:00,Coles Express North Ryde,North Ryde,-33.794118,151.126744
14172,"650-652 Hoxton Park Rd, Hoxton Park NSW 2171",Coles Express,2171,136.9,05/22/2021 14:00,,,,,,,,,,,,,,,Coles Express Hoxton Park,Hoxton Park,-33.9260343,150.85349
14174,"74 Roberts Road, Greenacre NSW 2190",Coles Express,2190,139.9,05/22/2021 14:05,,,,,,,,,,,,,,,Coles Express Greenacre,Greenacre,-33.9019184,151.0647214
14176,"100 Woolooware Road, WOOLOOWARE NSW 2230",Ampol,2230,,,,,,,,,184.9,05/22/2021 14:05,192.9,05/22/2021 14:05,,,171.9,05/22/2021 14:05,Ampol Woolooware,WOOLOOWARE,-34.0483528,151.1414091
14177,"198-199 Great Western Hwy, HAZELBROOK NSW 2779",Ampol,2779,,,164.6,05/22/2021 14:05,,,,,179.6,05/22/2021 14:05,187.6,05/22/2021 14:05,,,,,Ampol Woolworths Hazelbrook,HAZELBROOK,-33.7223607,150.453094
14179,"1055 Great Western Highway, Minchinbury NSW 2770",BP,2770,,,169.9,05/22/2021 14:07,,,,,185.9,05/22/2021 14:07,194.9,05/22/2021 14:07,,,,,BP Minchinbury,Minchinbury,-33.7781187,150.8093317
14180,"101 Hector St, SEFTON NSW 2162",Metro Fuel,2162,,,135.9,05/22/2021 14:07,,,,,,,,,,,137.9,05/22/2021 14:07,Metro Sefton,SEFTON,-33.8816657,151.0070752
14182,"702-704 Warringah Road, Forestville NSW 2087",Metro Fuel,2087,,,133.9,05/22/2021 14:12,,,,,,,153.9,05/22/2021 14:12,,,135.9,05/22/2021 14:12,Metro Fuel Killarney Heights,Forestville,-33.7609212,151.2161153
14185,"646 Richmond Rd, Glendenning NSW 2761",BP,2761,,,,,,,,,179.9,05/22/2021 14:13,188.9,05/22/2021 14:13,,,165.9,05/22/2021 14:13,BP Glendenning,Glendenning,-33.7332637,150.8488703
14186,"702-704 Warringah Road, Forestville NSW 2087",Metro Fuel,2087,,,151.9,05/22/2021 14:18,,,,,,,171.9,05/22/2021 14:18,,,153.9,05/22/2021 14:18,Metro Fuel Killarney Heights,Forestville,-33.7609212,151.2161153
14187,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",Speedway,2069,,,133.9,05/22/2021 14:18,,,,,,,153.9,05/22/2021 14:18,,,135.9,05/22/2021 14:18,Speedway Roseville,ROSEVILLE,-33.7815656,151.195573
14188,"656 Warringah Road, FORESTVILLE NSW 2087",Metro Fuel,2087,,,151.9,05/22/2021 14:18,,,,,,,,,,,153.9,05/22/2021 14:18,Metro Petroleum Forestville,FORESTVILLE,-33.7609212,151.2161153
14189,"183 The Horsley Drive, FAIRFIELD EAST NSW 2165",BP,2165,130.9,05/22/2021 14:19,,,,,,,,,,,,,,,BP Fairfield,FAIRFIELD EAST,-33.8712572,150.9625667
14190,"273 Parramatta Rd, Haberfield NSW 2045",Speedway,2045,,,129.7,05/22/2021 14:20,,,,,,,152.7,05/22/2021 14:20,,,132.7,05/22/2021 14:20,Speedway Haberfield,Haberfield,-33.874119,151.1276239
14191,"2203 Camden Valley Way, PRESTONS NSW 2170",Caltex Woolworths,2170,,,,,,,,,,,,,137.9,05/22/2021 14:21,,,Caltex Woolworths Prestons,PRESTONS,-33.9564261,150.8744845
14194,"155-157 Princes Highway, Ulladulla NSW 2539",Caltex Woolworths,2539,,,139.9,05/22/2021 14:21,,,,,154.9,05/22/2021 14:21,161.9,05/22/2021 14:21,,,,,Caltex Woolworths Ulladulla,Ulladulla,-35.3492504,150.4748794
14195,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",Speedway,2069,,,151.9,05/22/2021 14:22,,,,,,,171.9,05/22/2021 14:22,,,153.9,05/22/2021 14:22,Speedway Roseville,ROSEVILLE,-33.7815656,151.195573
14196,"326-328 Blaxland Road, Ryde NSW 2112",7-Eleven,2112,,,144.9,05/22/2021 14:24,,,,,,,164.9,05/22/2021 14:24,,,146.9,05/22/2021 14:24,7-Eleven Ryde,Ryde,-33.8091966,151.1059101
14197,"61 Brown Road, Bonnyrigg NSW 2177",Metro Fuel,2177,,,128.8,05/22/2021 14:25,,,,,,,152.8,05/22/2021 14:25,,,133.8,05/22/2021 14:25,Metro Bonnyrigg Heights,Bonnyrigg,-33.8950476,150.881846
14198,"2 Princes Highway, St Peters NSW 2044",BP,2044,,,167.9,05/22/2021 14:28,,,,,183.9,05/22/2021 14:28,192.9,05/22/2021 14:28,,,,,BP St Peters (NSW),St Peters,-33.9178818,151.1711506
14199,"339 Princes Highway, Sydenham NSW 2044",BP,2044,,,,,,,,,183.9,05/22/2021 14:28,192.9,05/22/2021 14:28,,,169.9,05/22/2021 14:28,BP Sydenham,Sydenham,-33.918088,151.1707272
14202,"867-869 South Dowling Street, Waterloo NSW 2017",Coles Express,2017,,,157.9,05/22/2021 14:30,,,,,174.9,05/22/2021 14:30,182.9,05/22/2021 14:30,,,159.9,05/22/2021 14:30,Coles Express Waterloo,Waterloo,-33.9021089,151.2146453
14203,"275 Lane Cove Rd, North Ryde NSW 2113",Coles Express,2113,,,145.9,05/22/2021 14:30,,,,,162.9,05/22/2021 14:30,170.9,05/22/2021 14:30,,,,,Coles Express North Ryde,North Ryde,-33.788787,151.1246408
14206,"300 New England Highway, Rutherford NSW 2320",Caltex Woolworths,2320,,,149.9,05/22/2021 14:36,,,,,164.9,05/22/2021 14:36,171.9,05/22/2021 14:36,,,,,Caltex Woolworths Rutherford,Rutherford,-32.7069444,151.4997329
